followers_count,following_count,tweet_count,listed_count,account_age_days,has_profile_pic,has_bio,bio_length,has_url_in_bio,name_has_numbers,avg_daily_tweets,follower_following_ratio,is_verified,default_theme,geo_enabled,is_bot
169,1592,1945,71,636,1,1,88,1,0,7.56,4.41,0,0,0,0
4043,849,6756,37,3378,1,1,109,1,0,9.53,2.18,0,1,1,0
2784,1703,2465,128,2374,1,1,37,1,0,3.08,0.81,0,0,0,0
474,3854,31720,9,16,0,0,5,1,1,66.26,0.1168,0,1,0,1
1730,1563,3059,83,2820,1,1,89,0,0,5.64,2.27,0,0,0,0
369,3705,30152,2,176,1,0,21,1,1,193.28,0.0599,0,1,1,1
3993,67,4496,161,198,1,1,96,0,0,9.67,2.67,0,0,1,0
4228,1331,1233,85,1761,1,1,157,1,0,1.37,2.79,0,0,0,0
2115,1112,1114,85,3564,1,1,37,1,0,3.07,1.94,0,0,1,0
4749,1503,2248,75,2171,1,1,93,0,0,2.54,1.26,0,0,1,0
1683,606,7473,37,2359,1,1,96,1,1,4.39,3.42,0,1,1,0
2969,759,6264,96,3201,1,1,49,0,0,5.0,0.79,0,0,0,0
1113,1309,2544,106,938,1,1,76,0,0,8.53,1.48,0,0,0,0
454,5930,26579,2,302,0,1,13,1,0,118.58,0.2582,0,1,0,1
2824,1025,1781,112,2331,1,0,81,0,0,7.65,4.99,0,1,1,0
1528,334,1352,163,2179,1,1,107,0,0,3.69,4.34,0,0,1,0
478,2545,1947,8,384,1,1,1,1,1,83.94,0.2626,0,0,0,1
1078,1056,1068,109,341,1,1,102,1,1,3.16,2.54,0,1,0,0
2541,96,5258,88,844,1,1,93,1,0,0.99,4.32,0,0,0,0
25,5749,33480,2,157,1,0,16,1,1,134.09,0.0011,0,1,0,1
148,751,921,169,712,1,1,146,1,1,6.11,2.42,0,0,0,0
1066,1226,2732,105,377,1,1,114,0,0,1.43,2.8,1,0,0,0
38,2302,22555,5,239,1,1,26,1,1,114.2,0.2074,0,1,1,1
146,2761,13375,5,50,0,1,47,0,1,26.14,0.1153,0,1,0,1
2613,948,4939,61,1030,1,0,93,0,1,5.07,0.91,0,0,1,0
123,5382,38284,8,396,1,0,31,1,0,54.22,0.2637,0,1,0,1
317,5328,12913,1,25,1,1,11,1,1,68.16,0.2701,0,1,0,1
158,2680,41000,7,292,1,1,11,1,1,123.85,0.225,0,0,1,1
1415,1646,732,29,3060,1,1,104,1,0,5.79,2.01,1,1,0,0
1495,955,7546,159,702,1,1,147,0,1,6.93,3.57,0,1,0,0
4633,1598,3046,0,2648,1,0,22,0,0,6.05,1.36,0,0,1,0
349,916,5302,1,257,0,1,35,0,1,120.38,0.176,0,1,1,1
1860,209,1779,149,2648,1,1,142,1,0,8.14,1.94,0,1,1,0
244,622,26844,4,358,1,1,7,1,1,182.67,0.254,0,0,0,1
1631,1241,1926,34,1783,1,0,89,0,1,9.94,4.55,0,0,0,0
205,5414,26346,6,146,0,0,31,1,1,31.49,0.1028,0,0,0,1
421,5182,45487,6,111,0,0,0,1,1,26.9,0.2709,0,1,0,1
185,1717,32731,6,33,0,0,51,0,1,146.02,0.1722,0,1,0,1
3893,1059,3181,143,3578,1,1,59,0,0,5.92,0.92,0,0,1,0
435,3068,30295,3,4,0,1,52,0,1,96.12,0.2696,0,1,0,1
2328,362,1755,54,3606,1,1,77,1,0,9.89,4.02,0,1,0,0
3328,1043,642,175,760,1,1,77,1,0,3.59,3.03,0,0,1,0
2255,1317,1277,176,1952,1,1,42,0,0,5.35,1.34,0,0,0,0
414,4185,30530,0,11,1,1,11,0,1,148.87,0.1369,0,1,0,1
4515,299,135,7,663,1,1,157,1,0,6.37,4.02,0,0,0,0
33,4260,35510,3,24,0,0,50,1,1,164.99,0.1267,0,1,0,1
428,3783,23452,3,330,0,0,19,1,1,114.36,0.1463,0,0,1,1
2882,1119,3676,147,643,0,1,115,1,0,2.54,0.67,0,0,1,0
419,731,17447,8,104,0,0,34,1,1,120.11,0.2572,0,0,1,1
4538,145,381,75,2549,1,0,23,1,0,5.53,4.35,0,0,1,0
291,1001,4028,65,3133,1,1,96,1,0,2.17,2.87,0,0,1,0
2675,872,4685,62,1230,0,1,47,0,0,6.97,3.95,0,0,0,0
2009,177,5205,134,1877,1,1,82,0,0,5.8,2.19,0,0,1,0
3202,1217,4655,11,236,1,1,24,0,0,2.94,4.31,0,0,1,0
3759,1690,463,72,1123,1,1,158,1,0,4.35,3.33,0,0,1,0
3392,996,2991,131,2228,1,1,104,1,0,6.06,3.89,0,0,1,0
244,4530,46799,2,43,0,0,33,0,1,119.72,0.0667,0,0,0,1
231,2143,28678,9,391,1,1,47,1,1,115.61,0.0464,0,1,1,1
247,570,6987,23,1989,1,1,29,1,0,3.68,4.69,0,0,1,0
3352,1621,7306,46,3564,1,1,109,1,0,3.39,1.97,0,0,0,0
3737,1391,3732,100,2244,1,1,152,1,0,5.76,1.09,0,0,1,0
2447,576,3904,152,2715,1,1,49,1,0,8.49,4.01,0,0,1,0
1413,1158,4165,160,1873,1,1,115,0,0,7.18,1.23,0,1,1,0
542,1951,7129,187,2421,1,1,28,0,0,8.9,3.18,0,0,1,0
97,3468,32886,5,215,0,0,50,1,1,107.94,0.0304,0,1,1,1
78,5257,3458,6,88,0,1,54,1,1,170.86,0.0498,0,1,0,1
4318,1983,1640,27,1967,1,1,85,0,1,9.19,0.84,0,0,1,0
308,1685,31280,9,292,0,0,56,1,1,195.86,0.0331,0,1,0,1
4712,657,761,69,1271,1,1,140,0,0,3.73,2.51,0,1,0,0
2210,1573,4712,153,3310,0,1,106,1,0,6.56,1.59,0,1,1,0
210,742,1016,68,3098,1,1,38,1,0,9.82,1.09,0,0,1,0
1675,975,7434,20,2963,1,1,52,0,1,1.85,1.5,0,0,0,0
62,5023,19656,1,77,1,1,18,0,1,159.23,0.0292,0,0,0,1
2019,291,247,37,3348,1,1,42,0,0,5.87,1.23,0,0,0,0
167,890,4479,3,237,0,1,49,0,1,127.73,0.2158,0,0,0,1
4648,377,1842,157,2272,1,1,52,0,0,2.39,0.98,0,0,1,0
485,5526,48295,9,167,1,0,9,0,1,114.18,0.1867,0,1,0,1
1326,1095,6762,176,1314,1,0,33,1,0,1.92,4.02,0,0,0,0
102,3402,8899,4,179,0,0,39,1,1,49.13,0.1963,0,1,0,1
2823,628,2039,59,1269,1,1,70,0,1,3.4,2.78,0,0,1,0
4430,1007,7521,133,1956,1,1,144,0,0,4.45,2.09,1,0,0,0
928,104,5995,53,2415,1,1,125,0,0,1.5,3.85,0,0,0,0
257,4230,21556,3,259,0,1,35,1,0,59.44,0.2161,0,1,0,1
20,5364,9691,2,138,1,0,33,1,0,176.6,0.2732,0,1,0,1
2293,1773,869,140,2006,1,0,77,1,1,2.06,5.0,0,0,1,0
185,5474,41385,5,159,1,1,32,1,1,44.95,0.1663,0,1,1,1
336,2137,39468,1,55,0,0,31,1,1,39.86,0.1213,0,0,1,1
359,1211,28881,5,21,0,0,35,1,0,193.68,0.1813,0,1,0,1
1346,1236,6308,193,688,1,1,51,1,0,3.0,1.89,0,0,1,0
4262,1585,3637,107,2100,1,0,32,0,1,1.53,2.17,0,1,1,0
3197,669,2731,100,695,1,0,111,0,1,4.77,2.46,0,0,0,0
303,971,5550,175,972,1,1,40,1,0,3.66,2.61,0,0,0,0
285,3925,1610,2,46,0,0,20,0,1,177.49,0.1006,0,1,0,1
2535,672,1061,85,2258,1,1,58,0,0,5.34,1.66,0,0,1,0
128,4156,7406,9,80,1,0,11,1,1,147.25,0.2178,0,1,0,1
1807,1985,3928,18,2735,1,1,28,1,0,1.71,2.25,0,1,0,0
296,5559,2753,2,207,1,0,25,0,1,154.4,0.2912,0,1,0,1
4909,1038,4585,45,2793,1,1,126,1,0,2.17,1.77,0,0,1,0
4543,1365,4086,130,2767,1,1,154,1,0,6.33,3.94,0,1,1,0
301,5434,48316,9,294,1,0,32,1,1,163.94,0.1048,0,1,0,1
222,3823,1245,7,94,1,0,7,0,1,140.21,0.0592,0,1,0,1
250,1908,6043,119,367,1,1,94,1,0,0.95,3.67,0,0,1,0
3252,610,4699,103,1904,1,1,48,0,0,0.89,4.89,0,1,1,0
111,2232,14894,4,262,0,1,15,0,1,61.79,0.217,0,1,0,1
58,2321,48245,2,392,0,0,52,1,1,25.68,0.1375,0,1,1,1
467,1432,6702,189,2504,1,0,133,0,0,4.13,4.39,0,0,1,0
4206,1611,5771,107,489,1,1,125,0,0,7.38,4.84,0,0,1,0
497,5398,27488,3,125,1,1,23,0,1,48.9,0.2228,0,1,0,1
278,2763,43974,0,66,0,1,10,0,0,115.17,0.013,0,0,1,1
910,925,1369,150,2126,0,1,103,0,0,0.88,3.02,0,0,1,0
190,967,5626,9,96,0,1,21,0,1,39.76,0.1582,0,0,0,1
460,1354,48090,4,80,1,0,40,0,0,113.61,0.1751,0,0,0,1
145,1360,3711,5,340,1,1,0,0,0,46.97,0.1291,0,1,0,1
307,1144,6620,9,300,1,1,59,1,1,98.61,0.102,0,1,0,1
3934,1453,1407,172,3355,1,1,88,1,1,4.71,0.63,0,0,0,0
51,1740,14785,0,301,0,1,17,1,0,34.35,0.0901,0,1,1,1
2532,965,4238,135,1853,1,1,120,0,0,6.06,2.42,0,0,1,0
325,4417,23320,6,122,1,1,36,1,0,100.81,0.1084,0,1,0,1
496,1236,43124,4,209,0,0,26,1,1,110.66,0.0271,0,1,1,1
2206,541,2485,38,761,1,1,49,0,0,3.72,3.19,0,0,1,0
176,2230,19254,0,49,1,1,13,1,1,94.53,0.0862,0,1,1,1
393,3361,42394,4,54,0,1,17,1,1,136.6,0.1133,0,0,0,1
220,1044,2135,2,381,0,1,56,1,1,84.67,0.0855,0,0,0,1
263,2518,47321,0,320,0,0,21,1,1,133.86,0.119,0,1,0,1
1685,1589,245,15,1293,1,1,116,0,0,4.8,0.82,0,0,1,0
329,5062,9041,7,121,0,0,25,1,1,187.4,0.178,0,0,0,1
240,3255,41645,9,17,1,0,56,1,0,187.12,0.2152,0,1,0,1
220,5113,11931,1,4,0,0,13,0,1,121.1,0.0798,0,0,0,1
2740,1682,2481,48,1860,1,1,140,1,0,6.8,2.47,0,0,1,0
4942,935,6588,106,2018,1,1,58,0,0,6.1,3.79,0,1,1,0
286,2974,33833,4,285,1,0,16,0,1,199.43,0.1465,0,1,1,1
4799,387,2949,74,1661,1,0,92,0,0,0.9,0.37,1,0,1,0
4848,551,729,55,2874,1,1,104,0,0,4.44,3.83,0,1,1,0
3540,1159,3606,162,2558,0,1,136,1,0,8.26,2.75,0,0,1,0
293,2982,39241,7,376,1,1,8,1,1,145.93,0.1179,0,0,0,1
2305,1360,4689,184,2859,1,1,135,1,0,8.07,4.66,0,0,0,0
4463,1989,5513,136,1649,1,1,145,0,0,8.05,1.09,0,1,1,0
491,5575,39333,9,57,0,1,30,0,1,155.47,0.2451,0,1,1,1
1062,643,7130,197,3465,1,1,54,0,1,6.8,3.02,0,0,1,0
224,1160,14740,1,220,1,1,55,0,1,126.28,0.2801,0,1,0,1
398,2353,1163,6,335,1,0,21,0,1,47.17,0.138,0,0,1,1
404,3460,4717,7,57,0,0,40,1,0,30.96,0.2338,0,0,0,1
184,2552,39157,3,235,1,0,56,1,0,199.65,0.1326,0,0,0,1
44,1080,11511,9,287,1,0,50,1,1,142.79,0.2316,0,1,0,1
240,3438,20560,7,224,1,1,43,1,1,163.54,0.2336,0,0,0,1
1735,1929,3014,2,783,0,0,157,1,0,4.84,0.48,0,0,0,0
164,389,5194,160,1761,1,1,152,0,0,9.59,3.42,0,1,1,0
330,956,6506,146,3633,1,0,159,0,1,7.07,1.58,0,0,1,0
4546,1369,835,88,1861,1,1,92,1,0,8.26,4.11,0,0,1,0
2393,1945,6381,154,2442,1,1,108,1,0,8.4,0.7,0,0,1,0
4299,237,6395,159,1805,1,1,41,0,0,8.65,2.6,0,0,1,0
527,257,4314,58,1671,1,1,48,1,0,8.38,1.3,0,1,1,0
2903,1085,4083,86,201,1,1,93,0,0,6.84,0.31,0,0,1,0
441,572,28369,9,113,0,0,50,1,1,42.12,0.0071,0,1,0,1
139,3725,42295,6,126,0,0,24,1,1,33.05,0.1876,0,0,0,1
725,342,6864,22,1937,1,1,106,1,0,0.65,1.99,0,1,1,0
303,3822,49413,0,106,1,1,19,0,1,112.56,0.2863,0,0,0,1
424,5279,4728,9,155,0,0,12,0,1,35.8,0.2325,0,1,0,1
360,2270,38499,2,145,1,1,42,1,1,148.37,0.1263,0,0,0,1
3581,84,1667,7,592,1,1,88,0,0,7.49,0.82,0,0,1,0
3032,1403,1332,45,799,1,1,65,0,0,2.26,2.86,0,0,1,0
352,1612,2239,83,1838,1,1,133,1,0,1.67,0.47,0,0,0,0
247,4523,3747,1,218,1,1,47,1,1,184.17,0.221,0,1,1,1
3693,967,5430,131,1521,1,1,65,0,0,3.66,2.05,0,0,1,0
2928,933,7895,152,189,1,1,139,0,0,6.19,0.34,0,0,1,0
4184,378,7371,169,1931,0,1,139,0,0,4.19,2.51,0,0,1,0
279,3805,43290,3,87,0,1,30,1,1,123.64,0.1762,0,0,0,1
3868,736,556,87,2112,1,1,120,1,0,7.57,0.31,0,1,0,0
88,3839,4236,7,16,1,0,43,1,1,190.82,0.0264,0,1,0,1
256,3116,24440,3,123,0,1,44,1,1,136.55,0.0361,0,0,0,1
124,4635,48759,2,137,1,1,0,1,1,101.74,0.2339,0,1,0,1
85,1894,47032,6,17,1,0,54,1,1,178.78,0.0445,0,1,0,1
1981,1550,6384,59,3296,0,1,73,1,0,2.12,1.71,0,0,1,0
1302,1904,945,83,1042,1,1,102,1,0,1.87,4.76,0,0,0,0
284,902,9861,8,67,0,0,44,0,1,136.33,0.2628,0,1,0,1
4192,1030,6541,11,2782,1,0,85,0,0,4.75,2.8,0,0,1,0
4196,1798,2296,90,841,1,0,149,1,1,3.62,2.58,1,0,0,0
2412,1759,5987,39,371,1,1,50,0,0,1.84,0.37,0,1,1,0
2105,1023,2144,157,1763,1,1,101,0,0,5.41,1.55,0,1,1,0
377,1571,45838,7,162,0,0,1,1,1,179.16,0.2591,0,1,0,1
3418,73,2808,10,3144,1,1,21,0,0,3.66,3.28,0,0,1,0
381,5875,35501,5,217,0,1,15,1,1,154.14,0.0749,0,1,0,1
371,5342,42098,1,206,1,1,44,1,1,115.88,0.2637,0,1,0,1
268,4853,34327,1,134,0,1,14,1,1,58.05,0.0194,0,0,0,1
402,1017,26059,9,373,1,1,52,1,0,125.44,0.1972,0,1,0,1
97,2557,45859,3,246,1,0,12,0,1,144.78,0.2134,0,0,0,1
106,1162,14654,4,300,1,0,3,0,0,44.32,0.1132,0,1,0,1
332,3677,44780,9,232,1,0,34,1,1,147.49,0.2822,0,1,0,1
139,5974,25515,5,68,0,1,54,1,1,150.96,0.0841,0,0,0,1
63,2148,37308,6,380,0,1,47,1,1,139.95,0.154,0,1,0,1
4761,1975,5187,191,939,1,1,98,0,0,0.59,3.73,0,0,1,0
429,1531,675,3,726,1,1,116,1,0,0.99,1.36,0,0,1,0
23,945,18341,3,62,1,0,51,1,1,167.28,0.0299,0,1,0,1
2601,166,3731,107,1656,0,1,123,1,0,1.19,1.23,0,0,1,0
389,3521,18404,8,144,0,0,33,1,1,49.58,0.1925,0,1,0,1
4580,1295,6047,188,1004,1,1,70,1,1,0.59,2.69,0,0,1,0
388,3175,13905,9,131,0,0,7,1,1,119.34,0.0647,0,1,0,1
1071,639,3474,120,2491,1,0,125,0,0,5.07,1.49,0,0,1,0
2031,196,4412,144,616,1,1,36,0,0,6.63,4.82,0,0,1,0
347,5434,5403,0,394,0,1,47,1,1,26.0,0.1051,0,0,1,1
144,1640,1035,173,2780,1,1,44,1,1,8.7,0.36,0,0,0,0
473,5425,11913,9,57,0,1,20,1,1,27.03,0.2104,0,1,0,1
4258,1862,7551,62,838,1,1,117,1,0,7.34,1.06,0,0,1,0
310,3460,3159,3,321,1,1,10,0,1,83.33,0.2565,0,0,0,1
1206,874,1594,38,2352,1,1,130,1,0,7.04,3.58,0,0,1,0
336,2214,37973,2,6,1,1,35,1,1,176.24,0.0989,0,1,0,1
4983,1950,3279,179,1939,1,1,22,1,1,3.18,4.23,0,0,1,0
630,1225,1760,128,2698,1,1,85,0,0,7.19,0.34,0,0,1,0
145,1737,10888,4,302,0,1,48,1,1,74.73,0.2373,0,1,0,1
3104,765,2476,121,1595,1,1,89,1,0,7.68,2.92,0,0,1,0
1623,1568,4126,159,3346,1,1,39,1,0,6.05,1.45,0,0,1,0
143,4049,32029,2,209,0,1,19,1,1,197.13,0.1264,0,0,0,1
2964,988,807,161,1871,1,1,77,0,0,7.35,4.53,0,0,1,0
391,2029,11691,3,224,1,0,47,0,1,193.74,0.1913,0,1,0,1
222,1947,8087,3,116,1,1,29,1,1,110.67,0.0851,0,0,1,1
170,4722,23741,4,316,0,1,56,1,1,78.59,0.0169,0,1,0,1
2215,915,7659,11,2416,1,1,151,0,0,4.41,1.5,0,1,1,0
1783,1231,5338,73,1029,1,1,119,0,0,1.95,2.22,0,1,1,0
49,4777,32058,0,81,1,1,41,0,1,162.01,0.1436,0,0,0,1
2485,1039,3914,148,201,1,1,95,1,0,0.8,2.99,0,0,1,0
4238,996,7527,44,2731,1,1,118,1,0,2.59,3.66,0,0,1,0
4524,1081,2452,79,1561,1,1,128,1,1,6.06,2.08,0,1,1,0
365,2246,3167,0,365,0,1,8,1,1,95.4,0.2781,0,1,0,1
268,4412,43747,8,54,1,1,25,0,1,172.32,0.1287,0,0,0,1
127,171,5480,87,631,1,1,25,1,0,8.2,0.56,0,0,0,0
202,4389,36003,6,23,1,0,38,1,1,58.38,0.1977,0,1,0,1
401,1753,42232,6,214,1,0,20,1,1,91.24,0.1996,0,1,0,1
122,2494,37476,3,67,1,0,23,0,1,198.74,0.2796,0,1,0,1
406,1719,7590,8,186,0,0,2,0,1,27.76,0.1703,0,1,0,1
468,2495,6318,1,86,0,0,59,1,0,68.75,0.1075,0,1,0,1
360,1762,17321,6,32,1,0,3,1,1,60.9,0.0499,0,1,0,1
1112,1566,2917,116,1593,1,1,58,1,0,9.2,1.65,0,0,0,0
903,1273,4116,65,2175,1,1,138,1,0,0.81,4.36,0,0,1,0
446,5579,34924,0,324,1,0,37,1,1,124.12,0.191,0,0,0,1
3055,391,1625,107,1526,1,1,76,1,0,8.62,4.28,0,0,1,0
425,1357,29491,2,67,1,1,48,0,1,43.92,0.0919,0,1,1,1
241,1891,32093,5,38,1,0,55,1,1,42.89,0.1847,0,1,0,1
405,1399,45564,3,296,1,0,43,1,1,119.76,0.1696,0,1,0,1
864,1667,4183,140,1922,1,1,63,1,1,3.72,1.08,0,1,1,0
3524,1353,3973,164,1215,1,0,96,0,0,0.88,2.95,0,0,1,0
5,5686,19165,5,205,1,0,41,0,1,69.36,0.116,0,0,0,1
13,1502,13072,4,240,1,0,31,0,0,116.82,0.2407,0,1,0,1
108,5915,3108,9,83,0,1,4,1,1,139.46,0.0198,0,1,1,1
290,5076,5841,6,101,1,0,8,1,1,23.28,0.2308,0,1,0,1
2254,71,5997,108,3455,0,1,149,0,0,0.86,4.39,0,0,0,0
193,1644,3161,185,2501,1,1,22,0,0,4.53,2.73,0,0,1,0
3331,1132,2260,103,1646,1,1,65,1,0,4.78,2.58,0,0,1,0
373,2865,43721,2,164,1,0,41,1,1,195.56,0.1688,0,1,1,1
43,756,13227,4,34,1,0,38,1,1,27.24,0.1315,0,1,1,1
3069,367,361,11,2080,1,1,124,0,0,5.53,2.64,0,0,1,0
1696,133,5793,167,1074,1,1,116,0,0,5.17,3.0,0,0,1,0
1127,724,7346,105,3255,1,1,96,0,0,7.22,0.52,0,0,1,0
3973,1474,1488,142,610,1,1,150,1,0,4.41,3.61,0,0,1,0
4193,1873,7970,90,2953,1,1,98,0,0,4.48,0.45,0,0,1,0
18,1215,6439,0,64,0,0,11,1,1,169.1,0.2607,0,0,0,1
476,5878,16321,5,285,1,1,28,0,1,188.62,0.1953,0,0,1,1
219,4295,32432,6,123,1,0,30,0,1,48.18,0.2401,0,1,0,1
499,5368,22179,9,94,1,0,40,1,1,84.55,0.0594,0,0,0,1
41,879,49381,2,298,0,0,29,1,1,127.09,0.2991,0,1,0,1
487,1570,49302,7,33,1,1,30,1,1,100.84,0.2044,0,0,1,1
2724,799,7669,126,1129,1,1,67,0,0,9.33,3.41,0,1,1,0
99,1921,8458,7,365,1,1,8,1,1,70.17,0.0678,0,1,0,1
391,2298,33882,6,320,1,1,5,1,1,120.46,0.2253,0,1,0,1
4543,1491,1416,151,3609,1,1,29,1,0,2.8,4.93,0,0,1,0
192,5081,39215,9,304,1,1,13,1,1,47.46,0.1241,0,0,0,1
2983,87,6357,77,808,1,1,137,0,0,2.14,3.79,0,1,1,0
1,3586,34762,2,285,0,0,47,0,1,81.39,0.2236,0,1,0,1
450,2271,9287,6,31,1,0,3,1,0,125.95,0.1591,0,1,0,1
1042,272,3819,124,3058,1,1,53,0,1,9.46,0.5,0,0,0,0
2399,1796,6199,97,252,1,1,47,1,0,6.63,3.79,0,0,1,0
350,4444,46192,6,239,0,0,40,1,0,46.55,0.0654,0,1,1,1
328,3771,20183,5,391,1,1,3,1,1,36.29,0.0203,0,1,0,1
299,4091,3660,6,228,1,0,17,1,1,172.07,0.2573,0,1,0,1
75,4653,16221,1,165,0,0,2,1,0,94.04,0.2542,0,0,1,1
1368,684,3794,106,2025,1,1,28,0,0,5.19,3.68,0,0,1,0
270,688,38056,9,240,0,0,42,1,0,34.4,0.0228,0,1,0,1
3008,641,3556,187,1215,1,1,152,1,0,6.41,1.03,0,0,0,0
4482,1760,867,86,3012,1,1,23,1,0,1.01,3.51,0,1,0,0
3172,1555,7028,18,2888,1,1,51,0,0,4.34,4.16,0,0,1,0
1566,1502,5799,50,2673,1,1,83,0,0,8.13,2.59,0,0,1,0
1743,1383,7889,195,2968,1,1,88,1,0,6.09,2.09,0,0,1,0
1126,1944,5902,102,3379,1,1,63,0,0,6.99,1.85,0,0,0,0
351,4212,36171,0,93,1,1,47,1,0,30.69,0.1351,0,0,0,1
4235,426,7641,75,2126,1,1,68,0,0,4.69,1.19,0,0,1,0
1293,985,5799,197,1159,1,1,103,0,0,4.82,1.09,1,1,1,0
3305,177,3585,69,1919,1,1,63,1,1,1.92,3.69,0,1,1,0
128,5675,16098,2,107,0,0,30,1,1,63.95,0.2208,0,0,0,1
443,2355,45470,7,338,1,1,53,1,1,125.07,0.0701,0,1,0,1
179,4249,10148,4,230,0,0,13,0,1,64.56,0.0331,0,0,1,1
358,5221,48656,9,346,0,0,44,1,1,163.88,0.2684,0,1,0,1
2829,89,4685,19,1396,1,1,148,1,0,4.79,3.37,0,0,1,0
1550,243,3878,69,721,1,1,118,1,0,4.64,4.47,1,0,1,0
50,2848,12156,9,157,0,1,6,1,1,68.8,0.1372,0,1,0,1
1364,920,662,68,2424,1,1,93,0,0,4.71,2.96,0,0,1,0
109,5551,39101,2,31,1,1,27,1,1,119.39,0.1385,0,1,0,1
242,3097,35310,6,360,0,0,11,1,1,198.08,0.0476,0,1,0,1
66,1540,6872,166,2058,1,1,107,0,0,0.67,4.16,0,0,0,0
696,1809,3255,97,1317,1,1,123,1,0,1.46,0.44,0,0,0,0
35,5306,33160,7,41,1,1,39,1,1,154.83,0.0747,0,1,1,1
1898,1528,4323,98,3499,1,1,49,1,0,1.79,3.58,0,0,0,0
127,3464,28563,3,111,1,1,48,1,1,20.49,0.1515,0,1,0,1
227,3443,12697,5,328,0,1,56,1,1,94.58,0.2135,0,0,0,1
1255,581,4858,4,204,1,1,112,0,0,4.07,1.83,0,0,1,0
188,1082,29013,8,38,1,1,41,1,1,48.84,0.0073,0,1,0,1
2816,1532,6398,174,332,1,1,150,0,0,1.49,1.74,0,0,1,0
2561,1308,7044,107,2140,1,1,155,1,0,2.32,4.74,0,0,1,0
2695,923,2521,161,387,1,1,48,1,0,1.67,4.23,0,0,1,0
462,425,1225,81,2941,1,1,98,0,0,2.9,4.79,0,0,0,0
1408,1269,1984,189,1560,1,1,135,1,0,3.7,2.9,0,1,1,0
1112,1600,5642,28,1581,1,1,64,0,0,2.12,1.15,0,0,1,0
58,1822,21266,0,331,0,0,48,1,1,48.59,0.2953,0,1,0,1
145,719,20923,1,151,1,1,44,0,1,25.81,0.1771,0,1,0,1
2311,846,7957,102,433,1,1,144,0,0,1.26,0.39,0,0,1,0
1681,542,1684,161,3590,1,1,139,0,0,2.91,2.88,0,0,1,0
303,5503,2692,5,267,1,1,46,0,1,197.89,0.2572,0,1,0,1
2098,1393,4954,103,1070,1,1,130,1,0,9.46,0.86,0,0,1,0
169,3763,36533,0,47,0,0,27,1,0,150.66,0.2611,0,1,0,1
3186,405,4594,104,2426,1,1,136,0,0,6.24,1.85,0,0,0,0
2840,1193,1158,158,2411,1,1,44,1,1,6.72,4.51,0,0,1,0
3137,360,730,127,1271,1,1,136,1,0,1.61,1.64,0,0,1,0
81,5792,45711,4,112,0,0,55,0,1,83.94,0.2527,0,0,0,1
3417,1006,7265,97,739,1,1,46,1,0,6.62,4.77,0,0,0,0
3374,141,3329,64,888,1,1,72,0,0,1.51,0.79,0,1,0,0
466,3058,42423,0,104,1,1,21,1,0,197.4,0.1207,0,1,0,1
4564,1422,2312,2,2194,1,1,125,0,0,4.69,4.7,0,0,1,0
2874,1745,4282,18,3375,1,1,31,0,0,1.11,2.93,0,0,1,0
73,4304,37410,0,96,0,0,36,1,1,32.28,0.1473,0,0,0,1
303,5258,26323,9,179,0,0,53,1,0,84.21,0.1359,0,0,0,1
1581,1526,2393,75,283,1,1,56,0,0,5.47,4.86,0,0,1,0
2666,1316,5391,56,2381,1,1,40,1,0,6.16,3.16,0,0,1,0
356,2323,21721,2,206,0,0,52,0,1,152.92,0.12,0,1,1,1
182,2077,44602,9,282,1,0,45,1,1,94.19,0.2598,0,1,1,1
2441,226,3691,117,1890,1,1,158,0,0,5.23,1.58,0,0,1,0
3168,1035,4245,109,613,1,1,122,1,0,2.49,2.21,0,0,0,0
2615,1580,4499,197,3514,0,1,28,0,0,2.3,2.96,0,0,1,0
231,1159,45917,5,95,1,0,2,1,1,60.2,0.1331,0,1,0,1
306,2479,6295,0,18,1,1,56,1,0,176.51,0.2186,0,1,0,1
86,5413,37432,7,87,1,1,36,1,1,196.52,0.2457,0,0,0,1
3522,71,6625,125,1023,1,1,73,0,0,5.95,4.1,0,0,0,0
18,4167,31333,8,143,0,0,9,1,1,170.77,0.2928,0,1,0,1
352,2603,13801,8,353,0,0,26,1,1,147.36,0.0896,0,1,1,1
187,754,4837,53,2167,1,1,48,1,0,4.98,2.8,0,1,1,0
2088,1383,7888,145,3377,1,1,125,0,0,5.3,4.29,1,1,1,0
3507,1807,228,108,3074,1,1,68,0,0,4.64,1.57,0,0,1,0
4648,1337,3109,124,2445,1,1,86,0,0,6.26,4.61,0,0,1,0
301,1758,12408,7,1,1,1,35,1,0,120.49,0.1504,0,0,0,1
3154,1585,6534,127,406,1,1,46,1,0,6.74,1.69,0,0,0,0
4979,423,6913,25,2692,1,1,90,0,0,9.7,0.57,0,0,1,0
34,4838,20427,7,86,1,1,34,1,1,105.05,0.1394,0,1,0,1
54,1569,21055,1,371,0,1,23,1,1,51.67,0.2951,0,1,0,1
2731,1120,2434,45,3392,1,1,149,0,0,5.61,0.65,0,0,0,0
430,4854,3599,2,387,1,0,2,1,1,126.92,0.0255,0,1,0,1
230,541,11905,2,371,1,0,43,0,1,176.91,0.1417,0,1,0,1
116,1859,7480,117,2300,1,1,48,0,0,2.69,4.98,0,0,1,0
357,2146,32147,0,56,1,1,18,1,1,159.02,0.1833,0,1,0,1
2026,1235,1000,104,346,1,1,156,0,0,2.92,3.9,0,0,1,0
